Time,cPOMh,cPOMo,cMOM,cDOM,cQOM,cMBA,cMBD,cEM,nPOMh,nPOMo,nMOM,nDOM,nQOM,nMBA,nMBD,nEM
2388.0,0.20684096433714566,0.2082223969892847,1.353685853147357,0.00010422358397647996,6.233063944862922e-21,0.017349940323218908,0.012758960908112347,0.00013859216398533406,0.00042679658154140814,0.026238217271481255,0.13454621086943794,4.790925311336259e-6,0.019313957825208363,0.004675380061213681,0.0034456026074574098,4.6197387995112504e-5
2389.0,0.20758123873008036,0.20844907955987738,1.353840137697746,0.000104381667026448,5.68653897743119e-21,0.017209029831314594,0.012722713767882983,0.0001387732128523418,0.00042823907653875034,0.02624173809014019,0.13454707744955896,4.79033481332287e-6,0.019313957825208363,0.004686070696332024,0.0034358324419922663,4.62577376174484e-5
2390.0,0.20832083441563368,0.20867593498728013,1.3539941888853722,0.00010426283626849941,5.195323533223126e-21,0.017073678596024686,0.01268618895736505,0.000138939966262712,0.0004296805003817552,0.026245308738811358,0.13454793307588137,4.783910225333617e-6,0.019313957825208363,0.00469671814811078,0.0034259871850258242,4.631332208757177e-5
2391.0,0.20905238342091823,0.2089019036114912,1.354149901046415,0.00010436435184631686,4.739789296785173e-21,0.016935389234076566,0.012650150258727432,0.00013911061467924025,0.00043110568169401573,0.026248804150384768,0.13454880400406852,4.7802465210865296e-6,0.019313957825208363,0.004707179471231021,0.0034162731004464424,4.637020489308116e-5
2392.0,0.2097754566322544,0.2091269035242883,1.354307301608838,0.00010444845185159501,4.3178596205502055e-21,0.01679409474170405,0.012614602958469622,0.000139285169758087,0.0004325137587321663,0.026252220343786686,0.1345496907163706,4.775509330397473e-6,0.019313957825208363,0.004717453006536947,0.0034066916184648404,4.6428389919363416e-5
2393.0,0.21048964287174468,0.2093508497839212,1.3544663827551202,0.00010450351215091414,3.927759816162858e-21,0.016649898088766425,0.012579539961290099,0.00013946330810003752,0.0004339039134087955,0.026255555022196807,0.1345505932108336,4.769236030931205e-6,0.019313957825208363,0.004727542641897602,0.0033972408253303845,4.6487769366680266e-5
2394.0,0.21119812852757422,0.2095741845510553,1.3546261795916148,0.00010441102019460696,3.57290382948991e-21,0.016507197692558855,0.012544588625444261,0.00013963587433295184,0.0004352827359908283,0.026258869906333516,0.13455149790992596,4.759596514721895e-6,0.019313957825208363,0.004737529689301264,0.003387820086605173,4.654529144431837e-5
2395.0,0.21190407296465175,0.20979733420851968,1.3547857052967884,0.00010416121480176598,3.2548487300748688e-21,0.01637024599692701,0.012509379079227959,0.00013979412268541757,0.000436656763151535,0.026262226615761622,0.13455239111079578,4.7461871196257845e-6,0.019313957825208363,0.004747487461602804,0.0033783295103196405,4.65980408951403e-5
2396.0,0.21261090612502667,0.2100207386788398,1.3549439349378962,0.00010375640220140503,2.9736879095618567e-21,0.016242934053199175,0.012473543415921032,0.00013992984364348887,0.00043803307932131384,0.026265686231690424,0.13455325929802256,4.72941639903711e-6,0.019313957825208363,0.004757509606306706,0.0033686697400007555,4.664328121449739e-5
2397.0,0.21331474012977877,0.2102438111136659,1.355101814272856,0.00010344767809197599,2.720707318124398e-21,0.0161208753956746,0.012437462231809145,0.0001400523819161369,0.0004394036954544038,0.026269183356369095,0.13455411595548794,4.713310977720909e-6,0.019313957825208363,0.0047675327196441426,0.0033589435590603524,4.6684127305380066e-5
2398.0,0.214007938866117,0.21046549386205082,1.3552613357361032,0.00010337866009902416,2.4856867794212008e-21,0.015996058907019762,0.012401895853659872,0.00014017901207414037,0.0004407528995024155,0.026272591921084644,0.134554987787429,4.7004217365476805e-6,0.019313957825208363,0.0047773837181392,0.0033493563062971573,4.672633735804788e-5
2399.0,0.21469374726522186,0.21068620103499147,1.3554214936203266,0.00010315006606736076,2.2709678193716092e-21,0.015872504165945375,0.012366467263997342,0.000140301099892159,0.0004420874018723181,0.026275971886032742,0.13455586140591824,4.6838101028462295e-6,0.019313957825208363,0.00478715628516155,0.003339806163517283,4.6767033297387445e-5
2400.0,0.21537186823715734,0.2109058706944619,1.3555822787784562,0.00010289930280910634,2.0747967440299665e-21,0.015750212303620875,0.01233118059971104,0.00014041870117139513,0.00044340660935647194,0.026279321650841354,0.13455673677119312,4.666041705304588e-6,0.019313957825208363,0.0047968543351799165,0.003330294248957858,4.68062337237995e-5
2401.0,0.21604189472309557,0.21112441990026995,1.3557436818049824,0.0001026193335473118,1.8955713472983116e-21,0.015629185111066562,0.012296039782686629,0.00014053187154281172,0.00044470970873666154,0.026282639038400567,0.13455761384325068,4.646733068011808e-6,0.019313957825208363,0.004806480761206921,0.0033208216222915966,4.68439571809384e-5
2402.0,0.21670353170083054,0.21134178671004858,1.3559056930342916,0.0001023171306740021,1.731827825080894e-21,0.0155094234259908,0.012261044915523774,0.00014064066652325478,0.00044599611046691994,0.02628592244518896,0.134558492581842,4.626267621779396e-6,0.019313957825208363,0.0048160346506948325,0.0033113883067964695,4.6880222174419384e-5
2403.0,0.2173602639590594,0.21155841324793478,1.3560672732064,0.0001018581604502289,1.5844960132764182e-21,0.015394701597717586,0.01222583038698355,0.00014073699566508256,0.00044727300431037523,0.026289232933534187,0.13455935944126324,4.6024388749608136e-6,0.019313957825208363,0.0048256102458230955,0.0033018955654557035,4.691233188836197e-5
2404.0,0.21801168116068043,0.2117742035668995,1.3562284160938545,0.0001013705610043363,1.4517138358431866e-21,0.015302192118210474,0.01219041028163701,0.00014082165596658133,0.0004485395674928334,0.026292566594798863,0.1345602147270175,4.577124532583011e-6,0.019313957825208363,0.0048352125471039726,0.003292347201116715,4.694055198886157e-5
2405.0,0.21865005025080028,0.21198811944708096,1.3563911352058218,0.00010112494835595489,1.3282121652042989e-21,0.015189649859051307,0.012155518280030569,0.0001409106407022233,0.0004497799061986953,0.026295800556708663,0.1345610845644035,4.554930673430537e-6,0.019313957825208363,0.004844656157629887,0.0032829413639344175,4.697021356740888e-5
2406.0,0.21927484962850793,0.2122000587588247,1.3565554531951398,0.0001008542910253149,1.2134783470905415e-21,0.015074614374727575,0.012121159009396367,0.00014100364262165,0.0004509929737074554,0.02629893036380751,0.13456196940609869,4.531275404887748e-6,0.019313957825208363,0.00485393909337665,0.0032736793061477545,4.700121420721778e-5
2407.0,0.21988968239220175,0.21241048471067248,1.3567203288310894,0.00010043364359488888,1.108655482485432e-21,0.014960832109202531,0.012086964333498542,0.0001410925294288809,0.00045218619360130294,0.026302017547390404,0.13456285571706128,4.50464368875131e-6,0.019313957825208363,0.004863158537876245,0.0032644616044141105,4.703084314296142e-5
2408.0,0.22049788983642155,0.2126198013456553,1.356884702393777,9.983967872199433e-5,1.0143388197456392e-21,0.014851919653538357,0.01205257518603393,0.00014116949682857136,0.00045336646612909975,0.026305122222205265,0.13456372987436263,4.473870917729204e-6,0.019313957825208363,0.004872411514910183,0.003255191283911989,4.705649894285828e-5
2409.0,0.2210954814461233,0.21282746187024656,1.357049600966826,9.936589136844403e-5,9.280459597208513e-22,0.014744194182409581,0.012018360951668517,0.00014124265842931958,0.00045452559493884364,0.026308180685232142,0.13456460536337514,4.4445326216642975e-6,0.019313957825208363,0.0048816031268930785,0.0032459681042676784,4.7080886143107626e-5
